Date,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return,SMA50,SMA200,EMA50,20SMA,Upper_BB,Lower_BB,MACD,MACD_Signal,MACD_Histogram,RSI_14
2022-01-03 00:00:00-05:00,174.77180525837534,179.73496187327837,174.653873733677,178.87991333007812,104487900,,,,,178.87991333007812,,,,0.0,178.87991333007812,-178.87991333007812,
2022-01-04 00:00:00-05:00,179.48928499666104,179.7939514734451,176.03963747807512,176.6096649169922,99310400,-1.2691466419131991,0.987308533580868,,,178.79088398054535,,,,-0.18110243751110033,178.42586364746097,-178.60696608497207,
2022-01-05 00:00:00-05:00,176.52121279952414,177.07157997213048,171.63668164807183,171.911865234375,94537600,-2.6599901454007036,0.9610462238829167,,,178.52111853951908,,,,-0.6956812172227842,177.12306396484377,-177.81874518206655,
2022-01-06 00:00:00-05:00,169.73002738877994,172.285320469028,168.68825890104756,169.0420684814453,96904000,-1.6693418741150712,0.9450030768380375,,,178.1493910862613,,,,-1.3198428942422993,175.5068648681641,-176.8267077624064,
2022-01-07 00:00:00-05:00,169.91675609783337,171.14525945761193,168.08874249862777,169.20913696289062,86709100,0.09883248764412933,0.9459370468871902,,,177.7987928853448,,,,-1.7804901082677418,174.2473192871094,-176.02780939537715,
2022-01-10 00:00:00-05:00,166.17225846623543,169.53344141826716,165.27790453846367,169.22877502441406,106765600,0.011605792616120603,0.946046830379131,,,177.4627137535436,,,,-2.1195389906075093,173.24361043457034,-175.36314942517785,
2022-01-11 00:00:00-05:00,169.3565768677328,172.16737833271398,167.8823727445654,172.06910705566406,76138300,1.6783977966159824,0.9619252595351696,,,177.25119976539145,,,,-2.134442095467932,173.0087097587891,-175.14315185425704,
2022-01-12 00:00:00-05:00,173.09121782891782,174.13298635832638,171.81358623406135,172.51136779785156,74805200,0.2570250696102283,0.9643976486030883,,,177.06532400195852,,,,-2.0865141315747735,172.9092413666016,-174.99575549817638,
2022-01-13 00:00:00-05:00,172.75703261190145,173.58258316228603,168.83564500300932,169.22877502441406,84505800,-1.9028269356046401,0.946046830379131,,,176.7580083557803,,,,-2.287045046273704,172.17314809816412,-174.46019314443782,
2022-01-14 00:00:00-05:00,168.3933990992247,170.7914399169012,168.1476984416165,170.09365844726562,80440800,0.5110734996024213,0.9508818250230273,,,176.49666130054445,,,,-2.349099420966809,171.7572501679844,-174.10634958895122,
2022-01-18 00:00:00-05:00,168.56048225619764,169.57276781693594,166.4966056259258,166.87989807128906,90956700,-1.889406345488731,0.9329158034829432,,,176.1195333307697,,,,-2.627315506106612,170.78177974864536,-173.40909525475197,
2022-01-19 00:00:00-05:00,167.07644696659617,168.13787560571404,163.08627069140266,163.37127685546875,94815000,-2.1024828372806614,0.9133014088284354,,,175.61960170428733,,,,-3.0952401654569996,169.29967917001005,-172.39491933546705,
2022-01-20 00:00:00-05:00,164.10835525435476,166.7619189727944,161.35650528856056,161.6808319091797,91420500,-1.0347259192841851,0.9038512424301,,,175.07298328094976,,,,-3.5614247214559214,167.77590971784397,-171.3373344392999,
2022-01-21 00:00:00-05:00,161.5924017044035,163.46955826967317,159.50886499109,159.61697387695312,122848900,-1.2765013686878435,0.8923135689495777,,,174.46686526510675,,,,-4.050721242584785,166.1441225496658,-170.1948437922506,15.517294125230947
2022-01-24 00:00:00-05:00,157.26807054913448,159.5088591961831,152.03955370843636,158.84054565429688,162294600,-0.4864321154558371,0.8879730691796368,,,173.854068417624,,,,-4.449848446500653,164.68340717059203,-169.1332556170927,15.097613998160924
2022-01-25 00:00:00-05:00,156.24598134135783,159.9609746399648,154.3196962957588,157.0322265625,115798400,-1.1384493073528734,0.8778639459240812,,,173.19438834487403,,,,-4.856097796532509,163.15317104897363,-168.00926884550614,15.344519012034354
2022-01-26 00:00:00-05:00,160.6882317654177,161.56292551584528,155.1059199641222,156.94375610351562,108275300,-0.056339046398967696,0.8773693657482673,,,172.55710864913448,,,,-5.126101651017365,161.91128805988205,-167.03738971089942,18.33684088209472
2022-01-27 00:00:00-05:00,159.65627489219415,161.02236986801861,155.55798996472078,156.48182678222656,121954600,-0.29432793808272795,0.8747870225846909,,,171.9267054386675,,,,-5.316075082286176,160.82539580435096,-166.14147088663714,20.416707996762582
2022-01-28 00:00:00-05:00,162.86021394342566,167.42041708553484,160.0002549802617,167.4007568359375,179935700,6.977762388284647,0.9358275824242006,,,171.7492172581683,,,,-4.533306853698946,162.14046801066826,-166.6737748643672,47.17268039269573
2022-01-31 00:00:00-05:00,167.2337176205423,171.99047927683918,166.5948868425434,171.77426147460938,115541600,2.6125954991697897,0.9602769717226047,,,171.75019938430324,166.94033432006836,180.22897007513478,153.65169856500194,-3.5194817250405777,164.06722670345647,-167.58670842849705,53.50286640346681
2022-02-01 00:00:00-05:00,171.01749012376968,171.83321815334287,169.3467285555597,171.607177734375,86213900,-0.0972693689962778,0.9593429163715936,,,171.74459069214922,166.5766975402832,178.8488181691213,154.30457691144508,-2.6983948516654834,165.57521690964018,-168.27361176130566,49.31385263822108
2022-02-02 00:00:00-05:00,171.7447430980098,172.85531476209064,170.34916529700746,172.8159942626953,84914300,0.704409072091039,0.9661006149069779,,,171.78660651844515,166.38701400756835,178.11123347271703,154.66279454241968,-1.9279124232387517,167.02337238025123,-168.95128480348998,50.442415512465374
2022-02-03 00:00:00-05:00,171.47940471663034,173.20914700397037,169.1599898283705,169.92657470703125,89418100,-1.671963042536384,0.9499477696720164,,,171.71366409446816,166.28774948120116,177.84747739423526,154.72802156816707,-1.532782594316501,167.60401284560723,-169.13679543992373,51.0251367080583
2022-02-04 00:00:00-05:00,168.94251932550307,171.32394513354754,167.9584645344212,169.64120483398438,82465400,-0.1679371655309847,0.9483524543136045,,,171.63239118229234,166.3177062988281,177.91054584191278,154.72486675574345,-1.2285048823917748,168.0114512432827,-169.23995612567447,49.32378686652339
2022-02-07 00:00:00-05:00,170.1037143263292,171.1763304609041,168.22416604358875,168.9228515625,77251200,-0.4234544739218138,0.9443366134172662,,,171.5261347266142,166.3033920288086,177.8818972844317,154.7248867731855,-1.0334151424849267,168.19373130712614,-169.22714644961107,53.29939156170757
2022-02-08 00:00:00-05:00,168.99176653260008,172.55405596090242,168.69654701974247,172.04234313964844,74829200,1.8466960202801586,0.9617756400752913,,,171.546378193792,166.4440704345703,178.2385861957064,154.6495546734342,-0.6199419139821316,168.96345367363062,-169.58339558761276,64.18211866153754
2022-02-09 00:00:00-05:00,173.24287932640442,173.8333032952092,172.11120710909282,173.46920776367188,71285000,0.8293682810778913,0.9697523021692096,,,171.62178327496378,166.5140754699707,178.4647536105439,154.56339732939747,-0.17510682860648785,169.8646044916389,-170.03971132024537,69.44837575880241
2022-02-10 00:00:00-05:00,171.36328295754743,172.68191263721238,168.81458491651972,169.37548828125,90865900,-2.3599113267404825,0.9468670077489918,,,171.5336932752103,166.35728149414064,178.0562903958098,154.65827259247146,-0.15115830927624074,169.76678124956112,-169.91793955883736,65.08891487331647
2022-02-11 00:00:00-05:00,169.5821687118747,170.32020982591467,165.36056513089437,165.9510040283203,98670700,-2.0218298926721223,0.9277229675424726,,,171.3147642851362,166.19339294433593,177.81460532094803,154.57218056772382,-0.4038508535187191,169.00362580531296,-169.40747665883168,60.16222362470401
2022-02-14 00:00:00-05:00,164.70127745101004,166.87604556697002,163.90419531846183,166.1872100830078,86185500,0.14233481506817913,0.9290434403126693,,,171.11368372818998,165.99807052612306,177.47367110923054,154.52246994301558,-0.5783844054314216,168.44034266085194,-169.01872706628336,63.699879117571975
2022-02-15 00:00:00-05:00,168.24384864689935,170.19227292675632,167.5353279968633,170.03482055664062,62527400,2.315226587961239,0.950552901056498,,,171.0713753685214,166.15581665039062,177.76837560247594,154.5432576983053,-0.401604051848949,168.7592382400097,-169.16084229185864,67.6088732353895
2022-02-16 00:00:00-05:00,169.1098401120767,170.57607229918491,167.33853829378842,169.79867553710938,61177400,-0.13888038859227736,0.9492327694937356,,,171.0214655712111,166.47718658447266,178.12098712185173,154.8333860470936,-0.27736202080703265,168.96712569942963,-169.24448772023666,68.02204442006811
2022-02-17 00:00:00-05:00,168.30292228706756,169.16889547575568,165.7837439368702,166.1872100830078,69589300,-2.1269102616246705,0.9290434403126693,,,170.8318869246149,166.70250549316407,178.12786627770774,155.2771447086204,-0.46495468774460846,168.41114257614527,-168.87609726388987,47.952755135294595
2022-02-18 00:00:00-05:00,167.11217679103845,167.8206823626154,163.54005341590076,164.63235473632812,82772700,-0.9356046990036448,0.9203512662293188,,,170.58876801527032,166.95327453613282,177.93539101927482,155.97115805299083,-0.73066441527709,167.65538500818184,-168.38604942345893,36.685426371760755
2022-02-22 00:00:00-05:00,162.34938552584524,164.03212613943992,159.56450814551414,161.69992065429688,91162800,-1.7812015668048797,0.9039579550551337,,,170.24018576582037,167.09624328613282,177.7016564765476,156.49083009571802,-1.1644412577477397,166.46429213740487,-167.6287333951526,33.25641678933084
2022-02-23 00:00:00-05:00,162.90042020266935,163.50069421366558,157.20274968475783,157.5176544189453,90009200,-2.5864367888546846,0.8805776539498091,,,169.7412629679037,167.1205146789551,177.63074425754957,156.6102851003606,-1.8246529991673128,164.67496459371296,-166.49961759288027,26.5065147724727
2022-02-24 00:00:00-05:00,150.14708038143124,160.25332719300383,149.57632680623354,160.14508056640625,141147500,1.6680201067956757,0.8952658662736416,,,169.3649420894136,167.28058090209962,177.22025408919782,157.3409077150014,-2.111523895933175,163.76898778825162,-165.8805116841848,34.85681726697018
2022-02-25 00:00:00-05:00,161.22753061493847,162.48711952478297,158.30488673407692,162.221435546875,91974200,1.296546214922767,0.906873401976308,,,169.0848045779415,167.56756134033202,176.47197710248733,158.6631455781767,-2.146582191015085,163.4594773399763,-165.6060595309914,39.11663988325716
2022-02-28 00:00:00-05:00,160.45998619224247,162.78235630766343,159.84002681342048,162.4871368408203,95056600,0.16378926314490894,0.9083587632390621,,,168.8260725098191,167.32188034057617,176.5122259796866,158.13153470146574,-2.1283914962942845,163.2650092401451,-165.3934007364394,40.433016302190495
2022-03-01 00:00:00-05:00,162.07383007117033,163.94354328714707,159.3873645469528,160.59774780273438,83474400,-1.1627929907687795,0.8977964312090843,,,168.50339310954126,166.76305465698243,176.1701201910527,157.35598912291218,-2.240604846815671,162.73155695266297,-164.97216179947864,32.34127030841144
2022-03-02 00:00:00-05:00,161.76879262391375,164.69143702654492,160.3517510934881,163.90419006347656,79724800,2.058834763239381,0.9162805762379395,,,168.323032205774,166.3779052734375,175.57838542959254,157.17742511728247,-2.0392255553778966,162.9660835748257,-165.00530913020359,36.05052185952986
2022-03-03 00:00:00-05:00,165.78371011148872,166.21669661748916,162.91027195360368,163.5794219970703,76678400,-0.1981450665052953,0.9144650114807777,,,168.13700827602094,165.91607666015625,174.6724129788236,157.1597403414889,-1.884118143675579,163.0887512592746,-164.97286940295018,40.503093455714804
2022-03-04 00:00:00-05:00,161.86718160657645,162.9102773059474,159.51529120397137,160.56822204589844,83737200,-1.8408183097907038,0.89763137211281,,,167.84019312974164,165.44815902709962,174.3017671332413,156.59455092095794,-1.9813334936469573,162.5846454165994,-164.56597891024634,41.059174303090764
2022-03-07 00:00:00-05:00,160.75519357831982,162.38872815867046,156.5040696124171,156.7599334716797,96418800,-2.3717573288755456,0.8763417342584383,,,167.40567314315098,164.80409545898436,174.22906298291733,155.3791279350514,-2.338715166996451,161.41970302761547,-163.75841819461192,36.00228739008248
2022-03-08 00:00:00-05:00,156.28759642734667,160.28285666328267,153.3157466151268,154.92959594726562,131148300,-1.1676054485853293,0.8661095204210096,,,166.91641521390056,164.10443267822265,174.28897813804537,153.91988721839994,-2.7380728598361372,160.1216816115455,-162.85975447138165,26.142418245144555
2022-03-09 00:00:00-05:00,158.9051685561548,160.80440217190915,156.8681828813347,160.3517303466797,91454900,3.499740876662205,0.8964211093438467,,,166.65897659165663,163.51990203857423,173.11082340896655,153.9289806681819,-2.5872218937619778,160.16769135857237,-162.75491325233435,37.179479214941765
2022-03-10 00:00:00-05:00,157.6456062977945,157.83257914825734,153.49289304131352,155.99240112304688,105342000,-2.718604416807957,0.872050965472026,,,166.24067951445625,162.64606170654298,171.5825047477452,153.70961866534077,-2.787302563324033,159.33263331146728,-162.1199358747913,36.43980111700186
2022-03-11 00:00:00-05:00,156.39582947431037,156.74025467661986,152.03647371376925,152.26280212402344,96970100,-2.3908850509208657,0.8512012293021443,,,165.69252745992947,161.79042739868163,171.27415044891123,152.30670434845203,-3.209814659759701,157.9186670739785,-161.1284817337382,34.44694585705828
2022-03-14 00:00:00-04:00,149.03507466152865,151.66249879142745,147.70660988509843,148.2183074951172,108732100,-2.6562591601406838,0.828591118677576,,,165.00726393189763,160.90379257202147,171.93856420023684,149.8690209438061,-3.826901319275777,155.97859515820625,-159.80549647748202,33.50983197602953
2022-03-15 00:00:00-04:00,148.49385829575584,153.089407270085,147.98216062819657,152.61705017089844,92964300,2.967745854152426,0.853181597250005,164.86502868652343,,164.5213731961722,160.22528457641602,171.5570054494695,148.89356370336253,-3.9158655106374454,155.3062861607447,-159.22215167138214,44.0373540278113
2022-03-16 00:00:00-04:00,154.54582575293017,157.44878471807237,151.99712715402308,157.04531860351562,102300200,2.901555512741516,0.8779371349187086,164.4283367919922,,164.22819458469547,159.57580947875977,169.99225745026644,149.1593615072531,-3.5876893695224226,155.6540926492989,-159.2417820188213,46.386806916693054
